URL,Title,Article,Date
https://ekantipur.com/news/2023/01/17/167394774249988614.html,सूचना प्रविधिलाई जनताको सहज पहुँचमा पुर्‍याउँछु : सञ्चारमन्त्री शर्मा,"काठमाडौँ — नवनियुक्त सञ्चार तथा सूचना प्रविधिमन्त्री रेखा शर्माले सञ्चार तथा सूचना प्रविधिलाई जनताको सहज पहुँचमा पुर्‍याउनु आफ्नो प्राथमिकता भएको बताएकी छन् ।
मंगलबार शपथग्रहणपछि सिंहदरबारस्थित मन्त्रालयमा पुगेर कार्यभार सम्हाल्दै मन्त्री शर्माले सञ्चार तथा सूचना प्रविधिमा जनताको सहज पहुँच पुर्‍याउने प्रतिबद्धता व्यक्त गरेकी हुन् ।
सार्वजनिक संघ, संस्थानहरुलाई पनि प्रविधिमैत्री बनाउनेतर्फ आफूले ध्यान दिने मन्त्री शर्माले बताएकी थिइन् । ‘मेरो प्राथमिकता भन्दा पनि अहिले हामीले नेपाल सरकारले जुन नीति कार्यक्रमको कुरा पनि छँदैछ । हामीले सहज पहुँच, सूचना, सञ्चार र प्रविधिमा सहज पहुँच जनतामा पुर्‍याउने कुरा । अर्को कुरा हाम्रा उत्पादनदेखि लिएर सबै सार्वजनिक संघ, संस्थानहरुमा सूचना र प्रविधिका कुरालाई सहजतापूर्वक कसरी उपलब्ध गराउन सकिन्छ र सूचनालाई कसरी सेवाग्राहीको पहुँचमा पुर्‍याउन सकिन्छ भन्ने कुरालाई विशेष ध्यान दिनुपर्छ भन्ने लागेको छ । प्रविधिमैत्री देशलाई कसरी बनाउने भन्ने कुरामा ध्यान दिनुपर्दछ,’ मन्त्री शर्माले भनिन् ।
मन्त्री शर्माले हरेक नागरिककहाँ सूचना प्रविधि सहज र सुलभ ढंगले पुग्नुपर्नेमा जोड दिएकी थिइन् । उनले भनिन्, ‘समस्यालाई समाधान गर्ने गरी गुणस्तरीय, सहज र सुलभ ढंगले हरेक नागरिकको पहुँचमा सूचना प्रविधि पुग्नुपर्छ र सबै हाम्रा कामहरु सूचना प्रविधिमार्फत् हुने भयो भने देशले समृद्धिको लक्ष्य हासिल गर्न सजिलो हुन्छ ।’
उनले सार्वजनिक संस्थाहरुमा सहज ढंगले सञ्चार र प्रविधिको प्रयोग हुन नसक्दा समस्या परेको भन्दै ती सबैलाई प्रविधिमैत्री बनाउनुपर्ने उनको भनाइ थियो । ‘संसार ग्लोवललाइजेसनमा गइसक्यो । हाम्रो त्यो ढंगले विकास हुन सकिराखेको छैन । सार्वजनिक संस्थानहरुमा सहज ढंगले सञ्चार, प्रविधिको प्रयोग हुन नसक्दा हामी केही समस्यामा पक्कै छौं । त्यसलाई कसरी सहज, सुलभ बनाउन सकिन्छ, यसलाई उत्पादनसँग कसरी जोड्ने र हरेक मान्छेको दैनिक जीवनमा सूचना, प्रविधिलाई कसरी जोड्ने भन्ने विषय नै चुनौतीको विषय हो,' उनले भनेकी छन् ।
","प्रकाशित : माघ ३, २०७९ १५:१४"
https://ekantipur.com/business/2024/05/08/openai-is-making-chatgpt-search-engine-as-an-alternative-to-google-search-engine-56-24.html,गुगल सर्च इन्जिनको विकल्पमा ओपेनएआईले बनाउँदै च्याटजीपीटी सर्च इन्जिन,"काठमाडौँ — डेढ वर्षअघि च्याटजीपीटी सार्वजनिक गरेर चर्चामा आएको आर्टिफिसियल इन्टेलिजेन्स (एआई)सम्बन्धी काम गर्ने संस्था ओपेनएआईले अब गुगल सर्च इन्जिनको विकल्पका रूपमा च्याटजीपीटी सर्च इन्जिन विकास गरिरहेको छ । पछिल्ला केही दिनयता अन्तर्राष्ट्रिय सञ्चार माध्यमहरूमा ओपेनएआईले आगामी दिनमा सार्वजिक गर्ने सर्च इन्जिनबारे अनेक सामाग्री प्रकाशन भइरहेका छन्।
सो फिचरमा प्रयोगकर्ताले च्याटजीपीटीलाई सोधेका प्रश्नको जवाफमा विभिन्न वेबसाइटहरूको लिंकसहित विवरणहरू आउनेछन् । आवश्यक परेको खण्डमा तस्बीरसहितको जवाफ दिने गरी सर्च इन्जिन विकासको काम भइरहेको बताइएको छ । प्रयोगकर्ताले ढोकाको बिँड कसरी फेर्ने भनेर प्रश्न सोधेमा च्याटजीपीटी सर्च इन्जिनले चित्रसहित प्रतिक्रिया दिने यसमा आबद्ध एक अधिकारीले नाम उल्लेख नगर्ने सर्तमा द बिजनेस टाइम्सलाई बताएका छन् ।
च्याटजीपीटीले जीपीटी-४ प्रविधिमा बनेको माइक्रोसफ्टको कोपाइलट शैलीमा सर्च इन्जिन विकास गर्न लागेको प्रारम्भिक बुझाइ छ । हाल सर्च इन्जिनहरूमध्ये गुगल सबैभन्दा ठूलो प्लाटफर्मका रूपमा रहेको छ । यसले ९० प्रतिशत बजार हिस्सा ओगटेको बताइन्छ । एक अर्ब अमेरिकी लगर मूल्यांकन भएको कम्पनी परप्लेक्सिटिले पनि पछिल्लो समय चर्चा बटुलिरहेको छ । माइक्रोसफ्टले अल्फाबेटको गुगल र ओपेनएआईसँग प्रतिस्पर्धा बढाउन नयाँ एआई ल्यांग्वेज मोडल विकास गरिरहेको छ ।
यता, गुगल आफैंले पनि सर्च इन्जिनलाई थप शक्तीशाली बनाउन एआई प्रविधिमा विभिन्न अभ्यास थालेको छ । जेमिनाइ एआई मोडलको थप परिष्कृत भर्सन सार्वजनिक गर्ने योजना बनाइरहेको छ । यो सबैमाझ ओपेनएआईको सर्च इन्जिनलाई लिएर सामाजिक सञ्चालमा चर्चा बढेको छ । कतिपयले ‘सर्च डट च्याटजीपीटी डट कम’ ब्राउज गर्दा च्याटजीपीट डट कममा रिराउट भएपछि ओपेनएआईको सर्च इन्जिनबारे सवत्र चासो बढेको थियो । हाल त्यो डोमेन नेम राख्दा ‘नट फाउन्ड’ म्यासेजन देखिन्छ ।
","प्रकाशित : वैशाख २६, २०८१ १५:४५"
https://ekantipur.com/technology/2023/04/13/168140186116919895.html,प्रविधिमा प्रश्नैप्रश्न,"काठमाडौँ — विवादित खरिद प्रक्रियाका कारण निरन्तर चर्चामा रहने गरेको सुरक्षण मुद्रण छापाखानासम्बन्धी खर्चमा महालेखापरीक्षको प्रतिवदेनले प्रश्न उठाएको छ । बिहीबार सार्वजनिक गरिएको ६० औं प्रतिवेदनमा मुद्रण छापाखाना जडानको खरिद प्रक्रिया नै सुरु नभई यो वर्षसम्म २ अर्ब १५ करोड १८ लाख ५८ हजार खर्च हुनुलाई औचित्यपूर्ण नभएको उल्लेख छ ।
छापाखानाको भवन निर्माण नसकिँदै १ अर्ब ६७ करोड ३२ लाख ९५ हजार बराबरको उपकरण, औजार तथा सवारीसाधन खरिद गरिसकिएकामा पनि प्रतिवेदनमा चासो व्यक्त गरिएको छ । छापाखाना सञ्चालनका लागि आवश्यक जनशक्तिको व्यवस्थापन र पदपूर्तिमा पनि ध्यान नपुगेको प्रतिवेदनले औंल्याएको छ । सञ्चार मन्त्रालय र मातहतका निकाय र सेवा प्रदायकहरूले दाखिला गर्ने राजस्वमा ३.९७ प्रतिशतले गिरावट आएको पाइएको छ । अघिल्लो वर्ष ७ अर्ब ९० करोड ८८ लाख ५१ हजार राजस्व संकलन भएकामा ०७८/७९ मा ७ अर्ब ६० करोड ७२ लाख १३ हजार मात्रै संकलन हुन सकेको देखिएको छ ।
फ्रिक्वेन्सी दस्तुरबापत गत वर्ष ३ अर्ब ५८ करोड ५५ लाख ५७ हजार प्राप्त भएकामा ०७८/७९ मा ३ अर्ब ३८ करोड ५६ लाख ३६ हजार प्राप्त भएकाले अघिल्लो वर्षको तुलनामा ५.५७ प्रतिशत घटी प्राप्त भएको प्रतिवेदनमा भनिएको छ ।
महालेखाले दूरसञ्चार सेवाको एकीकृत अनुमतिपत्र दस्तुर नवीकरणमा पनि प्रश्न उठाएको छ । प्रतिवेदनमा दुई सेवा प्रदायकले ०७८/७९ सम्म दाखिला गर्नुपर्ने अनुमति दस्तुरबापतको ७ अर्ब ७० करोड रुपैयाँ दाखिला नगरेकाले उक्त रकम असुल गर्न सिफारिस गरिएको छ । प्रतिवेदनका अनुसार सूचना प्रविधि, दूरसञ्चार, विद्युतीय सुशासन र सञ्चार माध्यमहरूको स्रोतसाधन व्यवस्थापनलगायतका क्षेत्रमा उल्लेख्य प्रगति भएको छैन ।
रूपान्तरणकारी आयोजना भनेर व्याख्या गरिएको डिजिटल नेपाल फ्रेमवर्क कार्यान्वयनमा दुई चरणको समयसीमा सकिँदासमेत अपेक्षाकृत प्रगति हुन नसकेको प्रतिवेदनले औंल्याएको छ । ०७८/७९ सम्ममा जडान भइसक्नुपर्ने ६ हजार ३ सय ३१ किमि फाइबर लाइनमध्ये १ हजार ६ सय ४६ किमि अर्थात् २५.५६ प्रतिशत मात्रै जडान भएको र दूरसञ्चार सेवा सर्वसुलभ बनाई प्रविधिमैत्री, छिटो र पारदर्शी सेवा प्रवाहमा विलम्ब भएकामा पनि महालेखाले ध्यानाकर्षण गराएको छ ।
सन् २०२२ भित्रै अन्तरिक्षमा आफ्नै भू–उपग्रह राख्ने भनिए तापनि त्यो कार्य अझै चुनौतीपूर्ण रहेको र हालसम्म परामर्शदाता नियुक्ति गर्नेमै सीमित रहेको प्रतिवेदनको निष्कर्ष छ । दूरसञ्चार प्राधिकरणले एक वर्षका लागि फाइभजी नेटवर्कको पाइटल परीक्षण गर्न नेपाल टेलिकमलाई अनुमति दिएको अवस्थामा टेलिकमले परीक्षण प्रतिवेदन पेस गर्न नसकेको औंल्याउँदै महालेखाले फाइभजी नेटवर्कममा स्तरोन्नतिको मार्गचित्र वा नियमनकारी ढाँचा तयार गर्न सुझाएको छ ।
प्रयोगकर्ताको सुरक्षा तथा गोपनीयता भंग हुन सक्ने जोखिम र सेवा प्रवाहको निरन्तरतासम्बन्धी नीति अभावलाई ध्यानमा राख्दै महालेखाले सरकारको केन्द्रीय डेटा सेन्टरलाई अन्तर्राष्ट्रिय मापदण्डअनुसारको बनाउन सिफारिस गरेको छ । ‘डाटा सेन्टरको पूर्वाधार वातावरण, सुरक्षा, पहुँच, प्रकोप व्यवस्थापन आदि दृष्टिले प्राविधिक रूपमा सुरक्षित र सेवाको गुणस्तर अन्तर्राष्ट्रिय मापदण्डअनुसारको रहेको सम्बन्धमा आश्वस्त हुने अवस्था छैन,’ प्रतिवेदनमा भनिएको छ ।
अनलाइन माध्यमबाट सेवा प्रदान गर्ने भनिएका निकायहरूको कार्यशैलीमा पनि महालेखाले टिप्पणी गरेको छ । ‘अनलाइन माध्यमबाट सेवा प्रवाह गर्ने प्रायः सबै निकायमा अनलाइन माध्यमबाट प्राप्त फर्मलाई प्रिन्ट गरी आवश्यक कागजातसहित लाइनमा बस्नुपर्ने व्यवस्था रहेको देखियो,’ प्रतिवेदनमा थप भनिएको छ, ‘सबै नागरिक प्रविधिमा सक्षम भइनसकेकाले उक्त सेवा प्राप्त गर्न सेवाग्राहीले बाह्य पक्षबाट अतिरिक्त सेवा लिनुपरेको देखिन्छ । सेवा उपलब्ध गराउने बाह्य पक्षसँग सेवाग्राहीको व्यक्तिगत विवरण हुने तर ती सेवा प्रदायकलाई नियमन गराउने कानुनी व्यवस्था रहेको देखिएन ।’
विद्युतीय सरकारको अवधारणाअन्तर्गत सञ्चार मन्त्रालयअन्तर्गतको सूचना प्रविधि विभागले सरकारी क्लाउडमा ६१५ भर्चुअल मेसिन सञ्चालन गरी ३१४ सरकारी निकायलाई सूचना प्रविधि प्रणाली सञ्चालन गर्न स्रोत उपलब्ध गराएको, सरकारी निकायहरूका ८९ सूचना प्रणालीको सेक्युरिटी अडिट गरेको, साझा पूर्वाधारमार्फत सरकारी निकायहरूलाई सर्भर, स्टोरेज र नेटवर्क उपलब्ध गराएकोलगायत विषय पनि प्रतिवेदनमा उल्लेख छ ।
हरित दूरसञ्चार, युटिलिटी करिडोर, पूर्वाधार सञ्जाल, अन्तरआबद्धता प्रणाली, इलेक्ट्रोनिक फोहोर व्यवस्थापनमा सम्बन्धित निकायले काम अघि बढाउन आवश्यक रहेको महालेखाको निष्कर्ष छ । राष्ट्रिय परिचयपत्र र विद्युतीय राहदानीको खरिद र वितरणमा रहेका विभिन्न अव्यवस्थाबारे उल्लेख गर्दै महालेखाले तिनको वितरण प्रणालीमा सुधारका लागि निर्देशन दिएको छ ।
","प्रकाशित : चैत्र ३०, २०७९ २२:१७"
https://ekantipur.com/business/2021/08/27/163003303171387490.html,सरकारी डिजिटल भूअभिलेख प्रणाली असुरक्षित,"काठमाडौँ — भूमि व्यवस्थापन तथा अभिलेख विभागले अनलाइनमा आधारित भू–अभिलेख सूचना व्यवस्थापन प्रणाली (एलआरआईएमएस) सञ्चालनमा ल्याएको ६ वर्ष भयो । जग्गा प्रशासनसम्बन्धी सेवाहरूलाई समयसापेक्ष रूपमा सूचना प्रविधिमा आधारित बनाउन विभाग र यसअन्तर्गतका १ सय ८ वटा भूमिसुधार तथा मालपोत कार्यालयमा यस्तो प्रणाली कार्यान्वयनमा छ । प्रणाली सञ्चालनका लागि २०७२ माघ १८ बाट ‘भू–सूचना प्रणाली सञ्चालन निर्देशिका २०७१’ समेत जारी गरिएको थियो । तर यो प्रणाली सुरक्षाका हिसाबले कमजोर रहेको पाइएको छ ।
महालेखा परीक्षकको ५८ औं वार्षिक प्रतिवेदनमा यो प्रणाली सुरक्षा, इन्टरनेट सेवा र कनेक्टिभिटी, पूर्वाधार तथा स्रोतसाधनको व्यवस्थापन, एप्लिकेसनको उपयुक्तता र परीक्षण तथा जडानमा विभाग कमजोर देखिएको औंल्याइएको छ । ‘विभाग तथा सबै कार्यालयमा एन्टिभाइरस जडान गरिएको छैन । यसले गर्दा प्रणालीको सुरक्षाप्रति आश्वस्त हुने अवस्था छैन,’ प्रतिवेदनमा भनिएको छ, ‘एन्टी–मालवेयर, इन्टरनेट सेक्युरिटी, नेटवर्क सेक्युरिटी, फायलवालको प्रयोग सम्बन्धमा विभागले नीति तयार गरेको पाइएन । विभाग र मातहतका निकायले सञ्चालन गरेको सूचना प्रविधि प्रणालीलाई भाइरस, ह्याकिङ, पाइरेसी, फिसिङ, मालवेयर आदि जोखिमहरूबाट सुरक्षा प्रदान गर्नुपर्छ ।’ विभागले प्रणालीलाई बाह्य जोखिमबाट सुरक्षा प्रदान गर्न प्रणाली सुरक्षा नीति तयार गरी कम्प्युटर, सर्भर, नेटवर्क तथा इन्टरनेटलाई स्वचालित रूपमा सुरक्षा प्रदान गर्न सक्ने स्वचालित एन्टिभाइरस प्रयोग गर्न प्रतिवेदनमा सुझाइएको छ ।
विभाग र मातहत कार्यालयबीचको इन्टरनेट सेवा र कनेक्टिभिटीसमेत कमजोर रहेको महालेखाको निष्कर्ष छ । २०७६ साउन १ देखि २०७७ असार ३१ सम्म १ सय ८ वटा मालपोत कार्यालयमा एक हजार १ सय ७६ पटक सेवा अवरुद्ध भएको प्रतिवेदनमा छ । ‘प्रणालीको प्रकृति, डाटाको भोल्युम तथा प्रयोगकर्ताको संख्याअनुसारको भार मिलान नभएका कारण प्रणालीबाट समय–समयमा सेवा अवरुद्ध हुने गरेको पाइयो,’ प्रतिवेदनमा भनिएको छ, ‘उक्त अवधिभर मालपोत कार्यालय बझाङमा ५०, ललितपुरको गोटीखेलमा ४८, डडेलधुरामा ४७, मुस्ताङमा ४५, तेह्रथुममा ३८, घर्तीगाउँ रोप्ला, दार्चुला र रसुवामा ३३, इलाममा ३१, जुम्लामा ३० पटक सेवा अवरुद्ध भएको पाइयो ।’
इन्टरनेट सेवा प्रदायकसँग गरिएको सम्झौताअनुसार नेटवर्क डाउनटाइम रिपोर्टसमेत लिने गरेको नदेखिएको प्रतिवेदनले औंल्याएको छ । सूचना प्रविधि प्रणालीको प्रकृति, डेटाको भोल्युम तथा प्रयोगकर्ताको संख्याअनुसारको भार मिलान हुने गरी ब्यान्डविथ क्षमता र इन्टरनेट सेवा लिनुपर्नेमा जोड दिइएको छ । महालेखाको प्रतिवेदनले विभागले चलाइरहेको एप्लिकेसन पुरानो प्रोग्रामिङ ल्याङवेजको भएकाले डेटा खोज्दा ढिलो हुने गरेको पाइएको बताएको छ ।
‘प्रोग्रामिङ ल्याङवेज सन् २०१३ मा तयार गरेकोमा हालसम्म पुनर्लेखन गरी अद्यावधि गरिएको छैन,’ प्रतिवेदनमा छ, ‘प्रोग्रामिङ ल्याङवेजमा कोडिङ गरिएको १२ कोरको डाटाबेस सर्भर लाइसेन्स प्रयोग गर्दा डाटाबेस र एप्लिकेसनको तालमेल नमिल्दा प्रयोगकर्ताले डेटा खोज्दा ढिलो हुने समस्या देखिने गरेको छ ।’ प्रणालीको एप्लिकेसनमा प्रयोग भएको सफ्टवेयर र प्रोग्रामिङ ल्याङवेजलाई सूचना प्रविधिको क्षेत्रमा भएको नवीनतम विकासअनुरूपको सफ्टवेयर, प्लेटफर्म, डाटाबेस तथा भाषाको प्रयोग गरी निरन्तर रूपमा अद्यावधिक गर्न महालेखाले विभागलाई सुझाव दिएको छ । ‘जडान गरिएको मेमोरीमा बढी चाप परेको बेला (९४ प्रतिशतसम्म प्रयोग हुँदा) यस्तो प्रणाली प्रयोगमा ढिला हुने गरेको देखियो,’ प्रतिवेदनमा भनिएको छ, ‘धेरै प्रयोगकर्ताले एकै समयमा प्रणालीको बढी प्रयोग गर्ने कारण पनि सेवा प्रवाह ढिला हुने गरेको छ ।’ प्रतिवेदनका अनुसार उक्त प्रणालीमा भण्डारण हुने नागरिकताको परिचयपत्र, फोटोलगायतका कागजातहरूसमेत स्क्यान गरेर डेटाबेसमै भण्डारण गरिएकाले त्यसले ठूलो स्पेस ओगट्ने तर त्यसको विकल्पमा विवरणहरूलाई छुट्टै मोड्युल बनाई भण्डारण गर्न सकिने गरी प्रविधिको विकास गरिए पनि प्रयोगमा ल्याइएको छैन ।
प्रणालीले देखाएको राजस्व विवरणअनुसार बैंकमा रकम जम्मा गरी पेस गर्ने गरेको पाइएको प्रतिवेदनमा औंल्याइएको छ । यो प्रणाली र राजस्व व्यवस्थापन सूचना प्रणाली आरएमआईएसबीच हालसम्म इन्ट्रिग्रेसन हुन नसकेकोमा यसको तयारी भइरहेको विभागले जनाएको छ । ‘प्रणालीले देखाउने राजस्व र बैंकमा दाखिला भएको रकमबीच स्वचालित रूपमा भिडान हुने व्यवस्था भएको पाइएन,’ प्रतिवेदनमा भनिएको छ, ‘प्रणालीमा रिकन्सिलिएसन मोड्युल राखिएको भए पनि त्यसको प्रयोग नगरेका कारण बैंक र प्रणालीबीच स्वतः रकम भिडान हुन सकेको छैन । जसले गर्दा सबै राजस्वको यथार्थ विवरण गणना गर्न सकिने अवस्था देखिएन ।’
विभागको यस प्रणालीमा रहेका घरजग्गाको महत्त्वपूर्ण अभिलेखहरूमा भाइरसको आक्रमण तथा अन्य प्राविधिक र विद्युतीय समस्या आउन सक्ने सम्भावना रहेको पनि प्रतिवेदनमा उल्लेख छ । विभाग र मातहतका कार्यालयले यन्त्र उपकरण तथा सफ्टवेयरको कार्यान्वयनअघि पूर्वपरीक्षणको व्यवस्थाका लागि विधि तथा मापदण्ड तय गर्न प्रतिवेदनले भनेको छ ।
विभाग पूर्वाधार तथा स्रोत साधनको व्यवस्थापनमा कमजोर रहेको पनि प्रतिवेदनले औंल्याएको छ । विभाग मातहतका निकायमा सूचना प्रविधि प्रणाली सञ्चालन गर्न वैकल्पिक व्यवस्थासहितको विद्युत् आपूर्ति तथा इन्टरनेट सेवा उपलब्ध हुन सक्ने स्थान, सुरक्षित र वातानुकूलित कोठा, कार्यप्रकृतिअनुसारको फर्निचर, सेवाग्राहीमैत्री कार्यकक्ष, नवीनतम प्रविधिमैत्री उपकरण आदि न्यूनतम पूर्वाधारको आवश्यकता पनि पूरा नगरिएको प्रतिवेदनले औंल्याएको छ ।
‘चितवन, बेलबारी, दमक, भद्रपुर र पर्साका कार्यालयहरूमा इन्भर्टर र ब्याट्रीको अवस्था जीर्ण भएको देखियो,’ प्रतिवेदनमा भनिएको छ, ‘विद्युत् प्रवाहको विकल्पका लागि जडित जेनेरेटरको नियमित मर्मत नहुँदा कार्यालयमा जेनेरेटर भएर पनि विद्युत् आपूर्तिको वैकल्पिक व्यवस्था नहुने अवस्था छ ।’ प्रतिवेदनअनुसार सर्भर कोठामा नेटवर्किङ तारहरूको प्रभावकारी व्यवस्थापन नभएको, उपकरणहरूको ट्यागिङ तथा अग्नि निवारक यन्त्रसमेत जडान भएको छैन । यसरी कार्य वातावरणसहितको पूर्वाधार नहुँदा तथा स्रोतसाधनको अभाव रहँदा सूचना प्रविधि प्रणाली प्रभावकारी रूपमा सञ्चालन हुन नसक्ने देखिएको प्रतिवेदनमा उल्लेख छ । विभाग तथा मातहतका कार्यालयहरूमा सूचना प्रणालीसँग सम्बन्धित उपकरणहरू चुस्तदुरुस्त अवस्थामा राखेर कार्यदक्षता बढाउनुपर्नेमा जोड दिइएको छ ।
सूचना प्रविधिमा डेटा सबैभन्दा ठूलो धनराशि भएकाले यसको सुरक्षा हुनुपर्ने साइबर सुरक्षाविज्ञ विजय लिम्बू बताउँछन् । ‘हरेक डेटाको मूल्य हुन्छ । तपाईंको नाम, फोन नम्बरलगायत सबैको मूल्यांकन हुन्छ,’ उनले भने, ‘त्यसरी जनताको डेटा बाहिर आयो भने गलत प्रयोग त के बिक्रीसमेत हुन्छ ।’
वैयक्तिक गोपनीयतासम्बन्धी ऐन, २०७५ अनुसार सरकारी निकायहरूले नागरिकका व्यक्तिगत सूचना सुरक्षित राख्नुपर्छ । यसो नगरिएको पाइए विद्युतीय (इलेक्ट्रोनिक) कारोबार ऐन २०६३ अनुसार सो व्यक्ति दोषी ठहर हुनेछ । ‘नागरिकका सूचनाहरू बाहिरिए नराम्रो दुर्घटना हुन सक्छ,’ उनले भने, ‘यस्तो सूचना रियल इस्टेटमा काम गर्नेहरूका लागि मूल्यवान् हुन्छ । कुन जग्गा कसको, कति मूल्यांकनको भन्ने सबै जानकारी पुग्छ । यसलाई लिएर उनीहरूले व्यवसाय नै गर्न सक्छन् ।’ सरकारका डिजिटल प्रणाली कमजोर भए पनि यसमा काम गरिरहेको उनको भनाइ छ । डिजिटल प्रणालीमा गएपछि यससँग सम्बन्धित अवधारणा विकास भइरहेको उनले सुनाए ।
देखिएका समस्यालाई चालु आर्थिक वर्षभित्र सुधार गर्ने विभागका प्रवक्ता गुरुदत्त सुवेदीले बताए । ‘सिस्टम अडिट भनेर काम गरेका छौं । यसमा मुख्य सुरक्षाका चुनौती केही औंल्याएको छ,’ उनले भने, ‘तिनलाई अहिले अपग्रेड गर्न काम गर्न लागेका छौं ।’ प्रतिवेदनले भने जस्तो ह्याक हुने विषयमा विभाग सचेत रहेको उनले दाबी गरे । ‘सुरुमा विभागको डीएलआईएस भन्ने प्रणालीबाट एलआरआईएसमा डेटा ल्याउँदा समस्या देखिएको हो,’ उनले थपे, ‘त्यस्ता समस्या अहिले कुनै छैनन् । सुरक्षाका लागि हामीले काम गरिरहेका छौं ।’
कर्मचारीबाटै यसको काममा ढिलासुस्ती भने नभएको उनको दाबी छ । ‘सुरक्षाका लागि यस्तो प्रणालीलाई पुनर्लेखन गर्ने, साइबर सेक्युरिटीका लागि एउटा डेटा सेन्टर हेटौंडामा राख्ने र विभागमा ब्याकअप राख्ने तयारी गरिरहेका छौं,’ उनले भने । पाइलेट प्रोजेक्टका रूपमा सुरुमा ८ वटा कार्यालयबाट यस्तो प्रणाली सुरु भएको थियो । अहिले एक सय २६ वटै कार्यालयमा पुग्दा सर्भर ढिला हुने समस्या देखिए पनि यसमा सुधार गरिसकेको उनको भनाइ छ ।
","प्रकाशित : भाद्र ११, २०७८ ०९:१८"
https://ekantipur.com/news/2023/05/29/168536190930697927.html,सूचना प्रविधि उद्योगमा वैदेशिक लगानीको सीमा हटाइने,"काठमाडौँ — सरकारले सूचना प्रविधि उद्योगमा वैदेशिक लगानीको सीमा हटाउने भएको छ। सोमबार आर्थिक वर्ष ०८०/०८१ का लागि संघीय संसद्‍मा बजेट प्रस्तुत गर्दै अर्थमन्त्री प्रकाशशरण महतले सूचना प्रविधि उद्योगमा वैदेशिक लगानी भित्र्याउने वातावरण बनाइने बताएका हुन् ।
सूचना प्रविधि सेवा निर्यात गर्ने उद्देश्यले सञ्चालित उद्योगलाई तेस्रो मुलुकमा सम्पर्क कार्यालय स्थापना गर्न र सफ्टवेयर वा प्रोग्राम खरिद तथा उपकरण जडान गर्न उद्योगले गरेको विदेशी मुद्रा आर्जनको दस प्रतिशतसम्म विदेशी मुद्रा सटही सुविधा उपलब्ध गराइने पनि अर्थमन्त्री महतले बताए ।
","प्रकाशित : जेष्ठ १५, २०८० १७:५०"
https://ekantipur.com/business/2022/11/22/166911494392494289.html,सूचना-प्रविधि उद्याेगमा विदेशी लगानी घट्यो,"काठमाडौँ — सूचना तथा प्रविधिमा आधारित उद्याेगमा विदेशी लगानी प्रतिबद्धता  घटेको छ । यस वर्ष साउन, भदौ, असोज र कात्तिकमा एउटा मात्रै उद्योगमा विदेशी लगानी प्रतिबद्धता प्राप्त भएको छ ।
यस वर्ष सूचना तथा प्रविधिमा आधारित एक साना उद्योगमा ५ करोड रुपैयाँ लगानी प्रतिबद्धता प्राप्त भएको उद्याेग विभागले जनाएको छ । गत वर्ष सोही अवधिमा ४ वटा साना उद्योगमा ३५ करोड रुपैयाँ लगानी प्रतिबद्धता भएको थियो । गत वर्ष अमेरिकाबाट २ वटा उद्योगमा १० करोड रुपैयाँ र चीनबाट २ वटा उद्योगमा २५ करोड रुपैयाँ लगानी प्रतिबद्धता प्राप्त भएको थियो ।
विदेशी लगानी घटे पनि गत वर्षको चार महिनाको तुलनामा यस वर्ष सूचना तथा प्रविधिमा आधारित उद्योगको संख्या भने बढेको छ । साउन, भदौ, असोज र कात्तिकमा सूचना प्रविधिमा आधारित ४ वटा उद्योग दर्ता भएका छन् । यस वर्ष साना उद्योग ३ र एउटा मझाैला उद्योग दर्ता भएका छन् । यसका लागि उद्योगीहरूले ३१ करोड रुपैयाँ प्रतिबद्धता गरेका छन् ।
गत वर्ष सोही अवधिमा २ वटा साना उद्योग दर्ता भएका थिए भने त्यसका लागि २० करोड रुपैयाँ प्रतिबद्धता प्राप्त भएको थियो । गत आर्थिक वर्षभरि साना र ठूला गरी ६ वटा उद्योग दर्ता भएका थिए । जसमा उद्योगीहरूले १ अर्ब ८९ करोड ८५ लाख रुपैयाँ लगानी प्रतिबद्धता व्यक्त गरेको थियो ।
","प्रकाशित : मंसिर ६, २०७९ १६:४७"
